Year,TimeOfDay,District,Community_Area,Incident_Type,CrimeCount
2021,Night,3,40,Domestic,2
2023,Evening,25,18,NON-Domestic,43
2023,Afternoon,17,12,NON-Domestic,14
2023,Evening,20,3,Domestic,11
2023,Morning,8,65,NON-Domestic,77
2023,Evening,8,64,NON-Domestic,89
2023,Morning,9,60,Domestic,16
2023,Morning,8,66,Domestic,76
2023,Evening,8,65,Domestic,31
2023,Night,9,61,Domestic,69
2023,Night,22,75,Domestic,22
2023,Morning,14,21,NON-Domestic,29
2023,Evening,3,43,Domestic,113
2023,Afternoon,16,17,Domestic,28
2023,Afternoon,19,5,NON-Domestic,151
2023,Night,16,12,NON-Domestic,25
2023,Morning,2,39,Domestic,23
2023,Morning,4,48,Domestic,21
2019,Night,14,23,Domestic,2
2023,Night,19,7,NON-Domestic,86
2022,Afternoon,19,7,NON-Domestic,6
2023,Afternoon,6,69,Domestic,53
2021,Morning,22,73,NON-Domestic,7
2023,Evening,11,28,Domestic,8
2019,Evening,6,71,Domestic,1
2020,Evening,24,2,Domestic,1
2021,Afternoon,19,6,Domestic,2
2021,Afternoon,12,28,Domestic,1
2021,Morning,16,11,NON-Domestic,2
2021,Evening,24,1,Domestic,3
2021,Evening,12,31,Domestic,2
2021,Afternoon,24,2,Domestic,1
2021,Night,12,31,Domestic,3
2022,Night,8,62,Domestic,3
2023,Afternoon,14,24,Domestic,21
2023,Evening,20,4,Domestic,11
2015,Afternoon,5,53,Domestic,2
2023,Morning,2,42,NON-Domestic,6
2023,Evening,8,64,Domestic,23
2023,Afternoon,2,39,Domestic,35
2023,Afternoon,6,49,Domestic,14
2023,Night,1,32,Domestic,36
2023,Evening,16,15,Domestic,55
2023,Evening,2,35,Domestic,37
2023,Morning,9,34,Domestic,10
2023,Afternoon,8,70,Domestic,34
2023,Afternoon,20,3,Domestic,10
2023,Evening,3,69,Domestic,61
2023,Morning,18,7,Domestic,4
2023,Evening,6,68,Domestic,5
2023,Afternoon,9,59,NON-Domestic,110
2023,Morning,9,59,NON-Domestic,62
2023,Night,11,29,NON-Domestic,50
2023,Night,5,49,Domestic,84
2021,Morning,14,24,Domestic,1
2023,Evening,6,47,NON-Domestic,3
2023,Afternoon,10,30,Domestic,67
2023,Morning,5,51,NON-Domestic,7
2023,Morning,4,55,Domestic,13
2023,Afternoon,8,56,Domestic,22
2023,Afternoon,6,68,NON-Domestic,2
2023,Night,25,23,Domestic,30
2023,Evening,7,69,Domestic,28
2023,Afternoon,2,41,Domestic,14
2023,Morning,1,33,Domestic,17
2023,Night,1,35,Domestic,17
2023,Morning,5,54,Domestic,35
2023,Afternoon,19,4,NON-Domestic,71
2023,Night,2,40,Domestic,41
2023,Afternoon,4,52,Domestic,37
2023,Night,20,77,NON-Domestic,97
2023,Night,8,62,NON-Domestic,91
2023,Morning,22,49,NON-Domestic,34
2023,Evening,1,35,Domestic,13
2023,Afternoon,17,21,Domestic,1
2023,Evening,24,77,Domestic,18
2018,Night,25,19,Domestic,4
2023,Night,19,6,Domestic,32
2023,Afternoon,19,5,Domestic,10
2023,Afternoon,4,52,NON-Domestic,123
2023,Evening,4,55,Domestic,18
2023,Afternoon,8,64,NON-Domestic,98
2023,Night,12,28,Domestic,75
2023,Evening,3,40,Domestic,20
2023,Night,9,63,Domestic,22
2023,Night,11,28,NON-Domestic,39
2023,Morning,12,28,Domestic,50
2023,Morning,25,20,NON-Domestic,102
2023,Afternoon,9,58,Domestic,29
2023,Night,22,71,NON-Domestic,52
2023,Afternoon,8,62,Domestic,15
2023,Afternoon,22,49,NON-Domestic,49
2023,Morning,2,37,NON-Domestic,6
2023,Night,22,75,NON-Domestic,73
2023,Night,11,28,Domestic,11
2019,Afternoon,1,32,NON-Domestic,8
2023,Night,19,4,NON-Domestic,55
2001,Evening,1,-1,NON-Domestic,693
2016,Morning,18,8,NON-Domestic,4
2016,Evening,2,38,NON-Domestic,9
2020,Night,16,15,NON-Domestic,3
2017,Night,4,52,Domestic,1
2022,Evening,7,68,NON-Domestic,16
2012,Morning,4,51,Domestic,2
2022,Night,5,49,NON-Domestic,20
2021,Night,7,67,Domestic,3
2023,Morning,19,5,Domestic,9
2023,Night,25,21,NON-Domestic,46
2023,Afternoon,22,74,NON-Domestic,39
2023,Afternoon,22,75,Domestic,39
2023,Morning,10,30,NON-Domestic,258
2023,Night,9,37,Domestic,10
2023,Evening,5,50,NON-Domestic,80
2023,Morning,25,23,Domestic,25
2023,Morning,9,58,Domestic,26
2023,Night,16,11,Domestic,10
2023,Afternoon,22,73,Domestic,64
2023,Morning,2,40,Domestic,47
2023,Night,16,15,Domestic,32
2023,Morning,8,65,Domestic,15
2023,Morning,16,17,Domestic,16
2023,Afternoon,19,3,Domestic,27
2023,Afternoon,12,28,Domestic,73
2023,Evening,2,39,Domestic,38
2023,Night,22,74,NON-Domestic,34
2023,Morning,9,37,NON-Domestic,40
2016,Morning,22,73,NON-Domestic,3
2023,Morning,22,49,Domestic,7
2023,Evening,25,22,Domestic,16
2023,Night,22,49,Domestic,11
2023,Night,10,30,Domestic,74
2023,Morning,14,24,Domestic,18
2023,Morning,12,23,NON-Domestic,38
2023,Night,16,17,Domestic,23
2022,Morning,18,8,NON-Domestic,22
2023,Afternoon,11,28,Domestic,11
2022,Afternoon,8,57,Domestic,1
2023,Night,19,5,Domestic,9
2023,Morning,24,2,Domestic,40
2023,Morning,14,21,Domestic,13
2023,Night,12,24,Domestic,25
2008,Night,10,30,Domestic,5
2023,Night,20,4,Domestic,17
2016,Morning,19,6,NON-Domestic,2
2018,Evening,1,32,NON-Domestic,1
2023,Morning,1,35,NON-Domestic,45
2021,Afternoon,7,68,Domestic,3
2022,Evening,14,21,NON-Domestic,1
2022,Morning,9,37,Domestic,1
2010,Night,8,58,Domestic,2
2017,Evening,9,61,Domestic,2
2019,Night,9,58,NON-Domestic,2
2013,Morning,8,66,NON-Domestic,1
2019,Morning,9,58,NON-Domestic,2
2014,Night,11,27,NON-Domestic,4
2023,Night,2,38,Domestic,61
2023,Night,20,3,Domestic,15
2022,Morning,8,56,NON-Domestic,9
2023,Night,8,57,Domestic,12
2023,Morning,16,9,NON-Domestic,24
2022,Morning,20,3,NON-Domestic,4
2023,Afternoon,16,9,NON-Domestic,21
2023,Afternoon,9,34,Domestic,17
2022,Morning,12,31,NON-Domestic,10
2023,Morning,22,71,Domestic,16
2023,Afternoon,22,49,Domestic,16
2023,Morning,1,28,Domestic,6
2023,Morning,8,58,Domestic,4
2023,Evening,17,12,NON-Domestic,26
2021,Night,10,29,NON-Domestic,17
2023,Afternoon,25,21,Domestic,11
2023,Morning,25,20,Domestic,21
2023,Night,24,77,Domestic,15
2023,Night,9,31,NON-Domestic,8
2023,Morning,3,40,Domestic,19
2019,Afternoon,6,71,NON-Domestic,8
2023,Morning,17,13,NON-Domestic,75
2023,Night,2,36,NON-Domestic,43
2022,Night,7,67,Domestic,9
2023,Afternoon,20,4,Domestic,18
2023,Night,25,25,Domestic,40
2017,Morning,18,8,NON-Domestic,4
2023,Evening,9,60,Domestic,26
2023,Morning,3,40,NON-Domestic,24
2023,Night,25,17,Domestic,1
2001,Afternoon,9,-1,NON-Domestic,3217
2020,Night,5,54,NON-Domestic,5
2023,Evening,19,4,Domestic,5
2023,Night,16,76,Domestic,10
2019,Night,9,58,Domestic,2
2021,Evening,2,41,NON-Domestic,3
2020,Morning,8,66,NON-Domestic,9
2010,Night,8,66,NON-Domestic,5
2021,Evening,1,32,NON-Domestic,6
2022,Night,8,66,Domestic,8
2022,Afternoon,19,5,NON-Domestic,16
2022,Afternoon,9,61,NON-Domestic,13
2023,Evening,19,7,Domestic,10
2020,Night,10,29,NON-Domestic,10
2023,Morning,16,76,Domestic,7
2012,Morning,4,43,NON-Domestic,1
2022,Afternoon,5,53,NON-Domestic,13
2021,Afternoon,7,69,NON-Domestic,4
2023,Afternoon,6,70,NON-Domestic,1
2023,Morning,8,58,NON-Domestic,15
2023,Afternoon,9,37,Domestic,10
2023,Afternoon,14,21,Domestic,10
2023,Night,8,62,Domestic,11
2023,Afternoon,1,28,Domestic,6
2015,Afternoon,18,8,NON-Domestic,1
2023,Evening,22,75,Domestic,35
2023,Morning,16,11,Domestic,8
2018,Afternoon,11,26,NON-Domestic,11
2023,Morning,22,72,Domestic,16
2021,Morning,7,67,NON-Domestic,11
2023,Afternoon,9,31,NON-Domestic,3
2023,Night,11,25,NON-Domestic,43
2023,Evening,22,71,Domestic,22
2023,Night,10,31,NON-Domestic,35
2023,Afternoon,19,4,Domestic,5
2023,Evening,12,23,NON-Domestic,26
2023,Night,9,59,NON-Domestic,73
2021,Afternoon,14,23,Domestic,1
2023,Evening,20,2,Domestic,9
2018,Morning,11,23,NON-Domestic,7
2020,Afternoon,6,71,NON-Domestic,9
2021,Afternoon,1,28,NON-Domestic,1
2021,Evening,7,68,NON-Domestic,17
2021,Morning,8,65,Domestic,2
2021,Night,8,63,NON-Domestic,4
2022,Afternoon,16,15,NON-Domestic,17
2022,Evening,1,32,NON-Domestic,32
2013,Night,25,21,Domestic,1
2022,Afternoon,22,75,NON-Domestic,13
2022,Afternoon,8,65,NON-Domestic,7
2018,Night,4,51,NON-Domestic,1
2022,Afternoon,22,73,NON-Domestic,14
2012,Night,8,56,NON-Domestic,2
2012,Morning,8,56,NON-Domestic,1
2010,Afternoon,2,38,NON-Domestic,5
2023,Evening,22,49,NON-Domestic,39
2023,Evening,8,56,Domestic,27
2022,Night,18,8,Domestic,6
2023,Night,6,49,Domestic,18
2023,Evening,8,58,NON-Domestic,30
2023,Afternoon,8,63,Domestic,21
2023,Morning,8,56,Domestic,12
2022,Evening,11,29,NON-Domestic,3
2023,Night,4,52,Domestic,27
2023,Night,4,47,NON-Domestic,15
2023,Night,16,11,NON-Domestic,68
2022,Morning,18,7,NON-Domestic,7
2023,Afternoon,14,21,NON-Domestic,64
2023,Evening,4,44,NON-Domestic,1
2023,Afternoon,3,68,NON-Domestic,3
2023,Evening,17,14,Domestic,51
2023,Night,14,22,Domestic,36
2019,Night,25,19,NON-Domestic,6
2022,Morning,19,5,NON-Domestic,8
2021,Night,19,3,NON-Domestic,4
2022,Night,6,69,NON-Domestic,5
2023,Night,17,12,NON-Domestic,14
2023,Night,25,18,Domestic,12
2016,Morning,7,68,Domestic,1
2022,Night,4,55,NON-Domestic,1
2002,Afternoon,12,-1,NON-Domestic,3
2002,Evening,4,-1,NON-Domestic,4
2019,Afternoon,5,53,Domestic,2
2021,Night,12,27,Domestic,1
2021,Afternoon,11,29,NON-Domestic,11
2021,Afternoon,20,4,Domestic,1
2021,Night,18,8,Domestic,2
2021,Morning,20,2,Domestic,1
2021,Night,24,2,Domestic,2
2021,Morning,20,3,Domestic,1
2022,Night,2,69,NON-Domestic,1
2020,Morning,19,3,Domestic,1
2008,Night,8,66,NON-Domestic,6
2023,Night,8,64,Domestic,22
2023,Afternoon,25,20,Domestic,29
2023,Evening,2,68,NON-Domestic,7
2023,Night,22,71,Domestic,13
2023,Night,22,72,Domestic,14
2023,Morning,11,28,Domestic,8
2023,Afternoon,3,40,NON-Domestic,36
2022,Morning,11,29,NON-Domestic,18
2021,Night,10,30,Domestic,3
2023,Morning,11,28,NON-Domestic,32
2023,Night,9,60,Domestic,22
2023,Afternoon,2,37,Domestic,3
2021,Night,15,25,Domestic,3
2023,Afternoon,14,23,Domestic,9
2023,Night,17,21,Domestic,10
2023,Evening,1,33,Domestic,32
2022,Night,4,47,NON-Domestic,4
2019,Night,8,66,NON-Domestic,7
2019,Afternoon,8,66,NON-Domestic,8
2018,Night,24,2,Domestic,1
2022,Evening,7,68,Domestic,3
2023,Night,8,65,Domestic,16
2022,Afternoon,1,32,NON-Domestic,40
2023,Afternoon,24,77,Domestic,9
2022,Morning,19,3,NON-Domestic,8
2022,Night,12,31,Domestic,6
2023,Morning,8,57,Domestic,8
2018,Morning,11,28,NON-Domestic,1
2004,Night,6,44,Domestic,2
2004,Evening,4,46,Domestic,1
2004,Evening,6,71,Domestic,4
2005,Evening,4,51,Domestic,1
2005,Evening,5,49,NON-Domestic,6
2005,Night,6,44,NON-Domestic,4
2005,Night,4,48,Domestic,1
2005,Night,6,71,NON-Domestic,4
2005,Afternoon,4,52,Domestic,1
2005,Afternoon,5,54,NON-Domestic,2
2005,Morning,4,45,Domestic,1
2023,Night,24,2,Domestic,35
2023,Morning,16,9,Domestic,3
2021,Night,12,28,NON-Domestic,17
2023,Morning,8,64,Domestic,17
2023,Evening,4,48,Domestic,25
2016,Night,17,13,Domestic,1
2023,Evening,25,21,Domestic,8
2018,Morning,22,75,NON-Domestic,4
2023,Evening,2,37,NON-Domestic,9
2023,Morning,22,74,Domestic,9
2023,Evening,14,21,Domestic,7
2023,Night,6,69,Domestic,36
2014,Morning,2,40,NON-Domestic,1
2002,Night,19,6,NON-Domestic,3
2007,Night,2,41,NON-Domestic,1
2019,Morning,11,27,NON-Domestic,3
2023,Night,12,23,Domestic,5
2023,Morning,25,21,Domestic,7
2018,Night,17,14,Domestic,2
2023,Evening,22,49,Domestic,9
2021,Night,12,31,NON-Domestic,6
2002,Morning,6,69,NON-Domestic,1
2002,Evening,1,28,NON-Domestic,1
2019,Morning,17,13,Domestic,1
2021,Morning,9,34,NON-Domestic,4
2022,Evening,6,44,NON-Domestic,16
2022,Evening,9,61,NON-Domestic,14
2022,Evening,9,37,NON-Domestic,3
2023,Evening,16,76,Domestic,11
2023,Night,9,58,Domestic,28
2022,Afternoon,1,28,NON-Domestic,16
2016,Night,25,19,NON-Domestic,7
2023,Morning,16,10,Domestic,8
2023,Night,9,63,NON-Domestic,59
2023,Evening,11,25,Domestic,17
2022,Night,11,23,NON-Domestic,17
2023,Night,3,68,Domestic,1
2002,Evening,15,25,NON-Domestic,13
2023,Afternoon,25,22,Domestic,17
2016,Morning,6,71,Domestic,1
2019,Evening,11,29,NON-Domestic,5
2021,Evening,6,71,NON-Domestic,7
2022,Afternoon,12,24,NON-Domestic,26
2022,Night,25,20,NON-Domestic,7
2022,Evening,3,69,Domestic,3
2014,Night,17,14,Domestic,2
2022,Night,20,4,NON-Domestic,4
2003,Evening,8,70,NON-Domestic,3
2015,Afternoon,4,46,NON-Domestic,8
2015,Night,4,52,NON-Domestic,2
2023,Morning,12,27,Domestic,9
2019,Night,17,16,NON-Domestic,3
2023,Night,4,55,Domestic,11
2018,Evening,24,2,NON-Domestic,3
2023,Morning,9,59,Domestic,16
2023,Evening,16,11,Domestic,20
2023,Morning,10,30,Domestic,46
2022,Evening,2,38,Domestic,5
2023,Night,8,56,Domestic,16
2021,Evening,3,43,NON-Domestic,14
2023,Night,16,12,Domestic,4
2023,Evening,10,31,Domestic,7
2023,Night,6,68,Domestic,1
2023,Morning,16,12,Domestic,2
2023,Evening,5,51,NON-Domestic,20
2023,Evening,10,28,NON-Domestic,4
2022,Morning,8,56,Domestic,2
2023,Evening,6,49,Domestic,20
2003,Afternoon,15,25,NON-Domestic,12
2021,Evening,4,43,NON-Domestic,6
2021,Night,25,23,NON-Domestic,4
2021,Evening,22,73,NON-Domestic,5
2021,Morning,9,61,Domestic,3
2021,Evening,22,49,NON-Domestic,5
2022,Evening,5,53,NON-Domestic,15
2022,Afternoon,18,8,NON-Domestic,36
2022,Evening,3,42,Domestic,3
2022,Evening,7,69,NON-Domestic,4
2019,Evening,19,5,Domestic,1
2022,Night,4,43,Domestic,3
2022,Night,19,7,NON-Domestic,8
2023,Afternoon,5,54,NON-Domestic,74
2008,Afternoon,22,75,NON-Domestic,4
2012,Night,8,57,NON-Domestic,1
2013,Morning,6,71,NON-Domestic,3
2023,Morning,16,12,NON-Domestic,16
2014,Evening,3,42,NON-Domestic,2
2021,Night,14,23,Domestic,1
2021,Night,6,71,Domestic,8
2018,Afternoon,1,32,NON-Domestic,7
2022,Afternoon,2,35,NON-Domestic,13
2023,Morning,4,45,Domestic,16
2014,Morning,16,10,NON-Domestic,2
2013,Night,4,46,Domestic,3
2017,Morning,17,16,NON-Domestic,1
2022,Afternoon,1,33,NON-Domestic,22
2021,Night,5,53,NON-Domestic,8
2023,Night,2,36,Domestic,16
2021,Night,16,15,NON-Domestic,5
2023,Evening,16,9,NON-Domestic,19
2022,Morning,8,66,NON-Domestic,23
2023,Evening,3,68,NON-Domestic,5
2022,Afternoon,12,28,Domestic,2
2018,Afternoon,14,22,NON-Domestic,2
2017,Night,7,67,NON-Domestic,5
2019,Afternoon,22,73,NON-Domestic,3
2018,Night,7,68,Domestic,3
2022,Night,25,23,Domestic,2
2022,Night,22,73,Domestic,5
2019,Night,14,24,NON-Domestic,3
2022,Night,12,24,NON-Domestic,19
2022,Evening,8,56,NON-Domestic,7
2022,Night,18,8,NON-Domestic,65
2018,Night,4,46,NON-Domestic,3
2022,Afternoon,3,40,NON-Domestic,5
2019,Night,15,25,Domestic,3
2022,Evening,19,6,NON-Domestic,24
2023,Afternoon,25,17,NON-Domestic,4
2023,Evening,17,15,Domestic,3
2021,Night,7,69,NON-Domestic,2
2015,Night,6,44,Domestic,2
2023,Morning,20,77,Domestic,14
2023,Morning,4,47,NON-Domestic,17
2023,Afternoon,18,7,Domestic,4
2022,Morning,6,69,NON-Domestic,7
2023,Afternoon,4,48,Domestic,26
2012,Morning,4,45,NON-Domestic,1
2022,Afternoon,16,10,NON-Domestic,5
2017,Night,10,29,NON-Domestic,8
2019,Night,3,42,NON-Domestic,2
2020,Afternoon,17,14,NON-Domestic,6
2022,Evening,14,24,NON-Domestic,6
2021,Afternoon,25,25,NON-Domestic,14
2022,Afternoon,3,69,NON-Domestic,16
2022,Night,19,6,NON-Domestic,30
2022,Night,4,51,Domestic,1
2008,Afternoon,11,23,NON-Domestic,4
2014,Night,1,32,NON-Domestic,2
2023,Morning,19,7,Domestic,5
2022,Night,1,33,NON-Domestic,16
2022,Night,5,53,NON-Domestic,18
2022,Morning,4,46,NON-Domestic,16
2023,Afternoon,9,63,Domestic,19
2023,Morning,6,68,NON-Domestic,3
2022,Afternoon,1,32,Domestic,3
2015,Night,6,44,NON-Domestic,8
2023,Morning,4,69,NON-Domestic,1
2012,Night,8,66,Domestic,1
2022,Afternoon,4,48,NON-Domestic,6
2018,Afternoon,12,24,NON-Domestic,3
2022,Afternoon,8,66,NON-Domestic,32
2023,Afternoon,17,12,Domestic,2
2014,Morning,17,16,NON-Domestic,1
2018,Evening,18,8,NON-Domestic,5
2016,Evening,24,2,NON-Domestic,8
2019,Evening,25,20,Domestic,1
2022,Night,17,16,NON-Domestic,6
2021,Night,6,71,NON-Domestic,24
2010,Afternoon,1,35,Domestic,1
2015,Evening,5,54,NON-Domestic,3
2015,Evening,6,69,NON-Domestic,2
2018,Evening,19,5,NON-Domestic,2
2018,Evening,6,71,Domestic,3
2022,Night,5,54,NON-Domestic,8
2022,Night,9,60,Domestic,1
2023,Night,16,10,Domestic,12
2022,Afternoon,12,23,NON-Domestic,3
2023,Night,17,13,Domestic,7
2023,Evening,12,24,Domestic,32
2023,Evening,4,47,Domestic,5
2022,Afternoon,2,39,Domestic,1
2022,Afternoon,25,18,Domestic,1
2023,Afternoon,22,71,Domestic,19
2021,Morning,7,68,NON-Domestic,15
2023,Afternoon,4,47,NON-Domestic,20
2016,Night,12,24,NON-Domestic,3
2002,Night,9,60,NON-Domestic,2
2015,Afternoon,5,49,NON-Domestic,3
2015,Afternoon,4,46,Domestic,2
2017,Night,9,34,NON-Domestic,1
2019,Morning,6,71,NON-Domestic,5
2021,Evening,5,54,Domestic,1
2021,Night,4,51,Domestic,1
2015,Night,14,22,Domestic,1
2021,Morning,4,52,Domestic,1
2021,Afternoon,4,43,Domestic,2
2022,Afternoon,4,48,Domestic,1
2015,Night,14,23,NON-Domestic,1
2019,Evening,12,31,NON-Domestic,4
2022,Morning,6,71,Domestic,6
2022,Night,17,14,NON-Domestic,9
2022,Afternoon,5,49,Domestic,4
2020,Afternoon,5,49,NON-Domestic,13
2001,Evening,7,-1,NON-Domestic,2929
2005,Night,5,53,NON-Domestic,7
2005,Night,4,45,Domestic,1
2005,Evening,6,69,Domestic,1
2005,Afternoon,4,48,Domestic,1
2005,Evening,4,55,NON-Domestic,1
2014,Morning,6,44,NON-Domestic,4
2014,Morning,4,46,Domestic,3
2014,Afternoon,4,51,NON-Domestic,2
2009,Evening,6,71,NON-Domestic,6
2023,Morning,11,25,Domestic,12
2021,Afternoon,17,16,NON-Domestic,3
2023,Night,9,59,Domestic,9
2018,Morning,15,25,NON-Domestic,8
2023,Evening,22,72,Domestic,14
2023,Night,3,40,Domestic,24
2022,Night,15,25,Domestic,7
2023,Morning,17,21,Domestic,7
2023,Afternoon,2,35,Domestic,24
2023,Afternoon,8,65,Domestic,21
2020,Night,6,69,NON-Domestic,8
2022,Morning,9,59,Domestic,1
2023,Afternoon,6,47,Domestic,1
2001,Evening,25,25,Domestic,34
2001,Night,22,73,NON-Domestic,179
2019,Afternoon,18,8,NON-Domestic,6
2023,Night,3,40,NON-Domestic,19
2021,Afternoon,22,73,NON-Domestic,7
2023,Night,16,9,Domestic,5
2004,Evening,12,28,NON-Domestic,5
2020,Afternoon,9,58,Domestic,1
2016,Evening,9,61,NON-Domestic,17
2022,Night,25,25,NON-Domestic,15
2017,Morning,10,30,NON-Domestic,3
2020,Night,9,37,NON-Domestic,2
2021,Evening,7,67,NON-Domestic,16
2021,Evening,8,66,NON-Domestic,14
2022,Afternoon,22,75,Domestic,1
2022,Morning,3,43,Domestic,8
2022,Afternoon,1,35,NON-Domestic,4
2022,Evening,18,8,NON-Domestic,33
2022,Afternoon,7,68,NON-Domestic,20
2014,Night,4,43,NON-Domestic,3
2014,Evening,6,71,NON-Domestic,5
2014,Morning,4,43,NON-Domestic,2
2014,Evening,5,53,NON-Domestic,3
2023,Night,22,74,Domestic,8
2009,Morning,8,70,NON-Domestic,5
2022,Afternoon,11,27,NON-Domestic,14
2004,Evening,1,32,NON-Domestic,1
2023,Afternoon,3,41,NON-Domestic,9
2019,Morning,12,24,NON-Domestic,3
2023,Morning,19,4,Domestic,4
2023,Afternoon,20,2,Domestic,10
2003,Evening,19,6,NON-Domestic,7
2021,Afternoon,7,67,NON-Domestic,14
2022,Night,9,37,NON-Domestic,4
2022,Afternoon,9,58,NON-Domestic,10
2022,Evening,9,34,NON-Domestic,6
2016,Night,6,71,NON-Domestic,14
2013,Afternoon,22,75,NON-Domestic,5
2014,Afternoon,4,46,Domestic,3
2015,Afternoon,12,24,NON-Domestic,5
2022,Afternoon,4,45,Domestic,1
2021,Evening,22,72,Domestic,1
2023,Afternoon,16,9,Domestic,6
2023,Afternoon,3,40,Domestic,14
2023,Morning,19,6,Domestic,13
2001,Morning,22,75,NON-Domestic,50
2016,Morning,10,29,NON-Domestic,2
2017,Night,6,67,NON-Domestic,1
2019,Evening,25,19,NON-Domestic,2
2019,Evening,15,25,Domestic,3
2021,Afternoon,9,61,NON-Domestic,4
2022,Afternoon,9,34,NON-Domestic,6
2018,Night,11,23,Domestic,5
2021,Night,8,63,Domestic,4
2022,Afternoon,8,70,NON-Domestic,12
2022,Morning,3,42,NON-Domestic,11
2012,Night,25,20,NON-Domestic,1
2014,Evening,6,49,NON-Domestic,1
2014,Afternoon,4,43,Domestic,1
2014,Afternoon,5,49,NON-Domestic,7
2014,Morning,6,44,Domestic,2
2022,Afternoon,3,43,Domestic,4
2023,Afternoon,25,18,Domestic,9
2021,Night,11,26,NON-Domestic,16
2016,Night,17,16,Domestic,1
2023,Morning,17,12,NON-Domestic,13
2018,Morning,19,3,Domestic,1
2022,Afternoon,24,1,NON-Domestic,13
2021,Afternoon,24,1,NON-Domestic,7
2020,Night,22,72,NON-Domestic,3
2018,Night,22,73,NON-Domestic,7
2022,Night,16,11,NON-Domestic,4
2018,Night,19,6,NON-Domestic,4
2022,Morning,10,29,NON-Domestic,12
2023,Night,8,58,Domestic,5
2021,Afternoon,8,66,NON-Domestic,19
2021,Afternoon,9,37,NON-Domestic,5
2021,Morning,11,25,Domestic,1
2022,Morning,5,49,NON-Domestic,8
2022,Afternoon,6,71,NON-Domestic,24
2022,Evening,5,54,NON-Domestic,5
2022,Evening,3,42,NON-Domestic,8
2022,Morning,12,24,NON-Domestic,17
2013,Afternoon,22,75,Domestic,2
2016,Night,10,30,Domestic,3
2014,Night,10,30,NON-Domestic,9
2022,Afternoon,2,39,NON-Domestic,13
2016,Morning,10,30,Domestic,1
2022,Night,25,19,NON-Domestic,14
2005,Morning,8,66,NON-Domestic,5
2023,Afternoon,12,24,Domestic,17
2020,Night,8,57,NON-Domestic,2
2023,Evening,25,18,Domestic,12
2023,Afternoon,12,23,Domestic,5
2016,Night,14,22,NON-Domestic,1
2021,Afternoon,4,46,NON-Domestic,8
2023,Night,8,63,Domestic,18
2020,Night,17,14,Domestic,5
2023,Evening,12,23,Domestic,4
2016,Afternoon,3,42,NON-Domestic,4
2020,Night,7,68,NON-Domestic,16
2020,Night,3,43,NON-Domestic,13
2020,Night,8,66,NON-Domestic,13
2014,Morning,6,71,Domestic,2
2022,Night,9,58,NON-Domestic,11
2022,Evening,2,38,NON-Domestic,13
2023,Afternoon,12,27,Domestic,14
2023,Evening,25,17,NON-Domestic,3
2023,Afternoon,10,31,Domestic,5
2022,Night,11,27,NON-Domestic,17
2021,Night,16,9,NON-Domestic,1
2021,Night,4,46,NON-Domestic,6
2013,Night,25,19,NON-Domestic,4
2019,Morning,6,44,NON-Domestic,4
2019,Night,15,25,NON-Domestic,16
2022,Morning,18,8,Domestic,3
2023,Evening,9,34,Domestic,16
2020,Evening,11,26,NON-Domestic,17
2023,Evening,12,27,Domestic,7
2017,Evening,2,39,NON-Domestic,5
2019,Morning,12,31,Domestic,1
2021,Evening,24,2,NON-Domestic,4
2022,Afternoon,16,15,Domestic,4
2022,Night,8,63,NON-Domestic,8
2022,Night,8,70,Domestic,4
2022,Afternoon,25,22,NON-Domestic,6
2021,Morning,2,36,NON-Domestic,4
2023,Afternoon,22,74,Domestic,10
2022,Evening,5,49,NON-Domestic,13
2023,Morning,20,3,Domestic,8
2018,Night,22,49,Domestic,1
2022,Morning,7,68,Domestic,5
2022,Night,12,28,NON-Domestic,35
2017,Morning,6,71,NON-Domestic,8
2022,Morning,4,48,NON-Domestic,5
2023,Night,10,28,NON-Domestic,3
2022,Afternoon,14,22,NON-Domestic,14
2023,Night,6,68,NON-Domestic,5
2021,Evening,22,73,Domestic,1
2020,Afternoon,18,7,NON-Domestic,5
2018,Afternoon,6,71,NON-Domestic,7
2020,Morning,2,38,NON-Domestic,1
2021,Evening,3,69,NON-Domestic,10
2022,Afternoon,6,49,Domestic,1
2022,Evening,12,24,NON-Domestic,17
2021,Evening,3,41,NON-Domestic,1
2001,Afternoon,20,-1,NON-Domestic,1201
2022,Night,8,70,NON-Domestic,11
2004,Afternoon,11,25,NON-Domestic,3
2011,Morning,22,72,Domestic,1
2014,Morning,24,1,NON-Domestic,3
2014,Afternoon,5,49,Domestic,1
2011,Evening,22,49,NON-Domestic,3
2001,Evening,6,44,Domestic,11
2023,Evening,1,28,Domestic,1
2022,Night,24,1,NON-Domestic,6
2023,Morning,9,31,NON-Domestic,1
2018,Night,4,45,Domestic,1
2023,Morning,6,70,NON-Domestic,1
2001,Night,10,29,NON-Domestic,97
2023,Night,20,2,Domestic,2
2017,Afternoon,16,17,NON-Domestic,2
