Year,TimeOfDay,District,Community_Area,CrimeCount
2013,Afternoon,10,29,5
2003,Night,10,29,10
2013,Evening,10,31,2
2001,Evening,10,31,112
2001,Afternoon,10,28,6
2001,Night,10,31,43
2021,Evening,10,29,14
2002,Night,10,30,7
2010,Morning,10,30,3
2004,Afternoon,10,31,1
2010,Night,10,29,5
2008,Evening,10,29,7
2008,Afternoon,10,29,4
2002,Afternoon,10,30,1
2002,Night,10,-1,6
2001,Morning,10,29.33333333333333,4
2001,Evening,10,29.4,5
2003,Afternoon,10,-1,1
2002,Evening,10,30,4
2001,Evening,10,29.33333333333333,12
2009,Night,10,31,1
2010,Afternoon,10,29,5
2011,Morning,10,30,2
2014,Afternoon,10,29,2
2001,Night,10,29.2,6
2019,Evening,10,29,7
2004,Evening,10,29,2
2010,Morning,10,29,2
2002,Evening,10,-1,1
2004,Morning,10,30,4
2012,Morning,10,30,2
2005,Morning,10,30,2
2001,Afternoon,10,29.4,2
2008,Morning,10,30,3
2022,Night,10,28,1
2002,Night,10,29,10
2003,Evening,10,29,5
2014,Morning,10,30,1
2017,Afternoon,10,31,1
2006,Afternoon,10,29,6
2001,Night,10,29.307692307692307,4
2004,Night,10,31,1
2016,Evening,10,31,1
2001,Afternoon,10,29.33333333333333,3
2014,Night,10,28,1
2005,Evening,10,30,3
2001,Evening,10,29.307692307692307,5
2022,Evening,10,31,1
2013,Evening,10,29,2
2018,Night,10,31,1
2011,Afternoon,10,30,3
2020,Afternoon,10,31,1
2006,Morning,10,29,4
2008,Afternoon,11,26,7
2019,Morning,11,25,3
2013,Night,11,23,6
2019,Night,11,25,2
2002,Evening,11,25,2
2009,Night,11,29,2
2017,Night,11,27,4
2018,Night,11,29,3
2001,Morning,11,-1,2038
2001,Evening,11,-1,3636
2002,Night,11,-1,4
2002,Afternoon,11,29,2
2004,Morning,11,26,2
2007,Afternoon,11,26,4
2009,Morning,11,28,1
2009,Night,11,26,5
2008,Morning,11,23,5
2008,Evening,11,26,4
2012,Morning,11,27,3
2014,Evening,11,26,5
2015,Afternoon,11,26,5
2010,Evening,11,29,1
2015,Morning,11,29,1
2015,Evening,11,27,5
2016,Evening,11,23,6
2016,Afternoon,11,25,3
2017,Morning,11,23,4
2017,Afternoon,11,23,5
2017,Evening,11,23,7
2018,Evening,11,23,5
2019,Morning,11,26,5
2019,Afternoon,11,27,6
2001,Evening,11,23,382
2001,Night,11,23,175
2002,Afternoon,11,23,1
2002,Afternoon,11,27,4
2001,Afternoon,11,23,359
2002,Evening,11,27,3
2002,Evening,11,28,2
2002,Morning,11,27,3
2002,Morning,11,28,1
2003,Afternoon,11,23,5
2003,Morning,11,23,2
2003,Afternoon,11,27,7
2003,Evening,11,23,8
2003,Night,11,23,7
2004,Evening,11,27,5
2004,Afternoon,11,23,3
2004,Morning,11,23,4
2004,Evening,11,23,2
2004,Night,11,26,4
2005,Afternoon,11,23,4
2005,Evening,11,23,5
2005,Night,11,27,4
2005,Night,11,25,2
2005,Night,11,26,7
2006,Morning,11,28,1
2001,Afternoon,11,-1,3316
2006,Evening,11,27,4
2006,Afternoon,11,26,6
2006,Night,11,26,4
2006,Morning,11,25,2
2006,Afternoon,11,23,3
2007,Morning,11,26,3
2007,Morning,11,23,3
2007,Night,11,23,8
2007,Evening,11,26,5
2008,Morning,11,26,3
2008,Morning,11,27,4
2008,Evening,11,27,6
2009,Afternoon,11,26,4
2009,Evening,11,23,6
2009,Night,11,23,9
2010,Afternoon,11,26,4
2010,Evening,11,25,2
2010,Night,11,26,8
2010,Evening,11,27,2
2011,Afternoon,11,26,7
2011,Afternoon,11,27,4
2011,Evening,11,23,1
2012,Morning,11,23,4
2012,Afternoon,11,27,2
2012,Afternoon,11,25,1
2012,Morning,11,26,3
2013,Morning,11,23,2
2013,Evening,11,23,6
2013,Afternoon,11,25,1
2014,Afternoon,11,25,1
2001,Afternoon,11,27,822
2001,Afternoon,11,29,336
2006,Morning,11,27,1
2001,Night,11,-1,1560
2001,Evening,11,28,207
2001,Night,11,26,372
2001,Afternoon,11,25,160
2001,Evening,11,29,335
2001,Evening,11,27,887
2008,Evening,11,23,5
2018,Evening,11,27,9
2001,Afternoon,11,28,136
2001,Morning,11,26,416
2015,Evening,11,29,1
2001,Evening,11,26,769
2001,Morning,11,23,219
2001,Evening,11,25,236
2001,Night,11,28,81
2003,Evening,11,26,5
2012,Afternoon,11,23,4
2001,Night,11,27,325
2001,Morning,11,29,180
2001,Afternoon,11,26,781
2003,Morning,11,26,1
2019,Evening,11,26,10
2001,Morning,11,28,92
2010,Night,11,27,1
2010,Evening,11,23,12
2018,Afternoon,11,23,6
2001,Morning,11,25,102
2016,Night,11,27,9
2001,Afternoon,11,28.849056603773583,4
2006,Evening,11,23,7
2001,Night,11,25,100
2017,Afternoon,11,25,2
2011,Morning,11,23,6
2014,Afternoon,11,27,4
2003,Evening,11,27,4
2014,Afternoon,11,28,1
2016,Afternoon,11,27,5
2014,Evening,11,23,4
2007,Morning,11,25,1
2018,Evening,11,26,4
2009,Evening,11,27,9
2014,Morning,11,23,4
2005,Night,11,28,1
2016,Evening,11,29,1
2001,Night,11,29,99
2001,Morning,11,27.714285714285715,2
2004,Night,11,23,4
2007,Evening,11,23,5
2016,Morning,11,26,5
2013,Afternoon,11,26,5
2006,Morning,11,23,2
2013,Evening,11,26,3
2016,Morning,11,27,5
2002,Afternoon,11,-1,3
2015,Afternoon,11,25,1
2015,Afternoon,11,29,3
2005,Morning,11,25,2
2015,Night,11,29,2
2014,Afternoon,11,23,7
2008,Morning,11,25,1
2010,Afternoon,11,23,6
2006,Night,11,25,2
2015,Night,11,27,6
2002,Morning,11,23,4
2008,Night,11,26,6
2002,Night,11,25,2
2002,Night,11,23,10
2003,Evening,11,25,1
2008,Evening,11,25,2
2011,Night,11,27,3
2009,Morning,11,27,2
2017,Evening,11,27,5
2010,Night,11,28,1
2017,Night,11,28,1
2012,Evening,11,26,4
2008,Night,11,23,5
2007,Night,11,26,4
2003,Night,11,26,4
2016,Morning,11,29,1
2005,Evening,11,26,4
2012,Night,11,27,2
2007,Morning,11,28,1
2005,Afternoon,11,26,2
2004,Morning,11,28,1
2008,Night,11,27,2
2002,Morning,11,29,1
2011,Night,11,26,5
2019,Evening,11,27,7
2016,Evening,11,26,8
2007,Evening,11,27,1
2017,Afternoon,11,26,5
2011,Evening,11,27,3
2001,Afternoon,11,28.714285714285715,4
2002,Night,11,27,5
2003,Night,11,27,2
2009,Evening,11,28,1
2003,Evening,11,29,2
2016,Evening,11,25,3
2002,Morning,11,26,3
2018,Evening,11,25,3
2011,Morning,11,26,2
2010,Morning,11,29,1
2015,Afternoon,11,23,1
2016,Evening,11,27,10
2004,Afternoon,11,28,1
2012,Afternoon,11,26,5
2016,Night,11,28,2
2004,Afternoon,11,29,1
2003,Morning,11,27,2
2006,Afternoon,11,27,2
2020,Afternoon,11,25,2
2016,Night,11,25,3
2002,Evening,11,26,5
2007,Evening,11,25,1
2002,Morning,11,25,1
2014,Morning,11,26,2
2007,Night,11,28,2
2021,Evening,11,25,3
2018,Afternoon,11,25,1
2010,Morning,11,23,2
2017,Night,11,29,1
2003,Night,11,28,3
2011,Morning,11,27,2
2010,Evening,11,26,7
2006,Night,11,27,3
2002,Night,11,28,3
2012,Night,11,25,2
2019,Morning,11,23,3
2018,Evening,11,28,2
2010,Night,11,25,1
2006,Evening,11,26,4
2020,Afternoon,11,29,1
2011,Evening,11,25,2
2008,Night,11,28,1
2003,Afternoon,11,29,1
2009,Evening,11,29,3
2002,Night,11,29,2
2012,Night,11,23,2
2007,Night,11,25,3
2020,Evening,11,29,1
2015,Night,11,26,4
2019,Evening,11,25,2
2013,Morning,11,27,1
2005,Evening,11,27,2
2017,Evening,11,26,3
2013,Morning,11,26,4
2001,Evening,11,28.849056603773583,2
2007,Morning,11,27,1
2012,Evening,11,25,1
2017,Afternoon,11,29,1
2018,Evening,11,29,2
2004,Evening,11,26,1
2021,Night,11,25,1
2017,Evening,11,25,3
2003,Evening,11,28,2
2007,Afternoon,11,23,2
2021,Evening,11,28,1
2008,Afternoon,11,27,1
2004,Morning,11,25,1
2005,Morning,11,29,1
2005,Afternoon,11,28,1
2010,Afternoon,11,27,2
2002,Afternoon,11,26,3
2011,Afternoon,11,23,3
2012,Evening,11,27,3
2001,Night,11,27.8,2
2001,Morning,11,28.849056603773583,4
2003,Afternoon,11,25,1
2004,Night,11,25,1
2004,Afternoon,11,26,1
2012,Night,11,28,2
2007,Afternoon,11,27,2
2015,Night,11,25,1
2004,Evening,11,25,1
2020,Evening,11,25,2
2005,Night,11,29,1
2013,Afternoon,11,23,1
2010,Morning,11,27,1
2001,Evening,11,27.8,1
2014,Evening,11,29,1
2003,Evening,11,-1,1
2012,Evening,11,28,1
2011,Morning,11,28,1
2018,Morning,11,27,3
2009,Evening,11,25,1
2015,Morning,11,23,1
2009,Morning,11,23,1
2004,Evening,11,-1,1
2014,Evening,11,25,1
2007,Night,11,27,1
2001,Night,11,28.849056603773583,3
2002,Night,11,26,2
2014,Evening,11,28,1
2005,Morning,11,27,1
2010,Morning,11,26,2
2001,Evening,11,27.5,2
2016,Morning,11,25,1
2019,Afternoon,11,29,1
2001,Night,11,24.5,1
2020,Morning,11,25,1
2012,Morning,11,29,1
2009,Afternoon,11,29,1
2008,Afternoon,11,25,1
2003,Morning,11,25,1
2010,Afternoon,11,25,1
2016,Afternoon,11,29,1
2019,Afternoon,11,28,1
2013,Morning,11,29,1
2004,Night,11,29,1
2012,Morning,11,28,1
2019,Afternoon,11,25,1
2014,Afternoon,11,29,1
2001,Night,11,25.25,2
2001,Morning,11,27.666666666666668,3
2001,Morning,11,25.25,1
2001,Afternoon,11,25.25,1
2001,Afternoon,11,27.666666666666668,3
2001,Afternoon,11,27.8,1
2001,Morning,11,27.8,3
2001,Morning,11,28.714285714285715,2
2001,Evening,11,27.666666666666668,5
2001,Night,11,27.714285714285715,1
2001,Evening,11,27.714285714285715,1
2001,Evening,11,28.714285714285715,1
2001,Night,11,27.666666666666668,2
2023,Morning,11,27,276
2023,Night,11,26,243
2023,Afternoon,11,23,467
2019,Afternoon,11,23,11
2021,Afternoon,11,25,2
2023,Evening,11,26,356
2023,Morning,11,29,99
2023,Afternoon,11,29,125
2023,Morning,11,23,384
2023,Evening,11,25,82
2023,Evening,11,23,400
2023,Morning,11,26,294
2023,Evening,11,27,350
2023,Night,11,27,218
2023,Evening,11,29,107
2023,Afternoon,11,26,392
2023,Night,11,23,259
2023,Afternoon,11,25,82
2023,Morning,11,25,54
2022,Afternoon,11,23,24
2023,Night,11,29,65
2023,Afternoon,11,27,370
2023,Evening,11,28,56
2023,Night,11,25,58
2023,Afternoon,11,28,59
2019,Night,11,23,11
2005,Morning,11,26,2
2023,Night,11,28,50
2014,Night,11,27,5
2018,Afternoon,11,26,12
2018,Morning,11,23,7
2022,Evening,11,29,3
2021,Afternoon,11,29,11
2023,Morning,11,28,40
2022,Morning,11,29,18
2018,Morning,11,28,1
2019,Morning,11,27,3
2022,Night,11,23,22
2019,Evening,11,29,5
2008,Afternoon,11,23,4
2022,Afternoon,11,27,16
2018,Night,11,23,8
2021,Night,11,26,17
2021,Morning,11,25,6
2022,Night,11,27,22
2020,Evening,11,26,18
2004,Afternoon,11,25,3
2019,Night,11,27,5
2021,Night,11,23,9
2021,Morning,11,27,13
2021,Night,11,27,10
2020,Evening,11,27,11
2021,Afternoon,11,26,29
2014,Night,11,23,5
2011,Night,11,23,7
2020,Morning,11,27,5
2009,Night,11,27,5
2015,Evening,11,26,7
2021,Afternoon,11,23,19
2021,Morning,11,23,31
2021,Morning,11,26,25
2016,Afternoon,11,23,10
2002,Morning,11,-1,5
2022,Evening,11,23,11
2022,Morning,11,23,22
2022,Evening,11,25,3
2022,Morning,11,27,13
2022,Afternoon,11,29,13
2022,Morning,11,26,30
2022,Night,11,26,14
2022,Evening,11,26,16
2022,Night,11,28,3
2022,Afternoon,11,26,25
2022,Evening,11,27,9
2022,Night,11,25,2
2022,Afternoon,11,25,5
2022,Night,11,29,5
2022,Evening,11,28,1
2014,Night,11,26,10
2018,Night,11,27,4
2024,Morning,11,27,292
2024,Evening,11,27,387
2024,Evening,11,26,450
2024,Afternoon,11,23,457
2024,Night,11,26,269
2024,Afternoon,11,28,46
2024,Morning,11,25,72
2006,Night,11,23,6
2024,Night,11,23,232
2024,Evening,11,23,397
2024,Afternoon,11,27,394
2024,Morning,11,26,392
2020,Afternoon,11,27,10
2021,Afternoon,11,27,12
2024,Night,11,27,208
2024,Night,11,28,51
2024,Afternoon,11,26,442
2018,Morning,11,26,11
2002,Evening,11,-1,3
2003,Afternoon,11,-1,1
2003,Morning,11,-1,1
2015,Evening,11,25,2
2015,Morning,11,27,4
2020,Night,11,29,2
2013,Evening,11,27,5
2020,Afternoon,11,28,3
2017,Night,11,25,5
2016,Morning,11,23,1
2009,Afternoon,11,27,3
2014,Morning,11,25,2
2019,Evening,11,23,6
2024,Evening,11,25,123
2024,Evening,11,28,60
2009,Night,11,25,2
2020,Night,11,27,5
2016,Night,11,23,8
2018,Afternoon,11,27,6
2024,Evening,11,29,111
2018,Afternoon,11,29,3
2013,Night,11,29,2
2015,Night,11,23,10
2021,Night,11,29,5
2024,Night,11,25,59
2024,Afternoon,11,29,119
2024,Afternoon,11,25,87
2024,Night,11,29,91
2024,Morning,11,23,464
2024,Morning,11,29,110
2015,Afternoon,11,27,5
2024,Morning,11,28,29
2016,Night,11,29,2
2021,Afternoon,11,28,1
2013,Night,11,27,6
2018,Morning,11,29,3
2011,Night,11,29,2
2022,Afternoon,11,28,1
2019,Morning,11,29,4
2007,Night,11,29,2
2018,Night,11,26,11
2017,Morning,11,29,3
2006,Evening,11,29,1
2020,Night,11,25,6
2021,Night,11,28,1
2003,Afternoon,11,26,5
2010,Night,11,23,4
2017,Morning,11,27,3
2014,Morning,11,27,3
2011,Morning,11,25,2
2013,Night,11,25,1
2018,Night,11,28,1
2009,Afternoon,11,23,7
2009,Evening,11,26,3
2005,Night,11,23,6
2013,Night,11,26,4
2009,Morning,11,26,6
2019,Afternoon,11,26,7
2021,Morning,11,28,2
2021,Morning,11,29,10
2021,Evening,11,27,14
2001,Morning,11,27,484
2021,Evening,11,26,8
2020,Evening,11,23,10
2020,Night,11,26,16
2017,Night,11,26,6
2002,Evening,11,23,11
2016,Night,11,26,9
2020,Morning,11,29,7
2020,Morning,11,26,2
2013,Afternoon,11,27,5
2006,Evening,11,28,1
2004,Night,11,27,3
2017,Afternoon,11,27,11
2019,Night,11,26,7
2015,Evening,11,23,1
2021,Evening,11,29,3
2020,Afternoon,11,26,17
2013,Morning,11,25,1
2015,Morning,11,26,3
2017,Morning,11,25,4
2017,Night,11,23,12
2014,Afternoon,11,26,7
2020,Morning,11,23,6
2012,Evening,11,23,3
2017,Morning,11,26,6
2011,Evening,11,26,3
2016,Afternoon,11,26,10
2020,Afternoon,11,23,12
2021,Evening,11,23,6
2018,Night,11,25,1
2012,Night,11,26,1
2020,Night,11,23,9
2014,Evening,11,27,4
2023,Afternoon,12,28,816
2023,Afternoon,12,24,463
2022,Afternoon,12,23,4
2023,Evening,12,28,801
2023,Night,12,31,264
2023,Morning,12,28,567
2023,Morning,12,31,181
2023,Morning,12,24,280
2023,Afternoon,12,31,233
2023,Afternoon,12,27,77
2023,Night,12,24,296
2023,Night,12,27,34
2023,Evening,12,27,49
2023,Evening,12,24,451
2023,Evening,12,31,210
2023,Night,12,28,554
2022,Morning,12,24,19
2022,Morning,12,28,21
2023,Afternoon,12,23,53
2023,Night,12,23,24
2023,Morning,12,27,54
2022,Night,12,28,44
2018,Afternoon,12,28,7
2021,Morning,12,31,5
2021,Afternoon,12,28,7
2021,Evening,12,31,7
2021,Night,12,31,9
2023,Morning,12,23,39
2022,Morning,12,31,10
2023,Evening,12,23,30
2002,Afternoon,12,-1,3
2021,Night,12,27,1
2022,Night,12,31,6
2021,Night,12,28,17
2022,Afternoon,12,24,26
2022,Afternoon,12,28,41
2022,Night,12,24,20
2018,Afternoon,12,24,3
2016,Night,12,24,3
2019,Evening,12,31,4
2004,Evening,12,28,5
2019,Morning,12,24,3
2015,Afternoon,12,24,5
2019,Morning,12,31,2
2022,Evening,12,24,20
2004,Afternoon,12,24,4
2021,Night,12,24,13
2017,Night,12,24,5
2018,Evening,12,31,1
2008,Evening,12,24,3
2006,Evening,12,28,5
2021,Afternoon,12,24,7
2021,Evening,12,28,20
2020,Afternoon,12,31,4
2019,Evening,12,28,3
2020,Evening,12,24,6
2018,Morning,12,24,2
2005,Evening,12,28,4
2016,Night,12,43,1
2016,Evening,12,24,6
2021,Morning,12,28,5
2017,Night,12,28,6
2002,Evening,12,-1,7
2021,Evening,12,24,4
2017,Afternoon,12,28,5
2020,Afternoon,12,24,2
2014,Night,12,31,5
2018,Night,12,31,2
2022,Evening,12,28,21
2022,Evening,12,31,10
2022,Afternoon,12,31,20
2022,Night,12,27,3
2022,Morning,12,27,2
2022,Night,12,23,2
2022,Afternoon,12,27,3
2024,Morning,12,28,677
2024,Night,12,28,596
2024,Morning,12,31,163
2024,Morning,12,24,331
2024,Afternoon,12,31,256
2003,Evening,12,24,4
2024,Evening,12,24,483
2011,Night,12,27,1
2024,Night,12,31,210
2024,Afternoon,12,28,988
2024,Evening,12,28,874
2024,Afternoon,12,24,493
2009,Afternoon,12,28,2
2021,Afternoon,12,31,7
2024,Night,12,24,315
2024,Night,12,27,38
2019,Evening,12,24,6
2024,Evening,12,27,57
2001,Night,12,28,628
2002,Evening,12,28,5
2020,Evening,12,28,11
2013,Night,12,28,4
2011,Night,12,28,7
2014,Night,12,24,4
2018,Afternoon,12,31,1
2024,Evening,12,31,295
2016,Night,12,31,8
2015,Night,12,27,1
2018,Morning,12,31,3
2015,Evening,12,28,3
2024,Afternoon,12,27,85
2024,Afternoon,12,23,41
2019,Afternoon,12,28,5
2024,Night,12,23,27
2015,Morning,12,28,1
2007,Afternoon,12,28,2
2024,Evening,12,23,50
2024,Morning,12,27,62
2018,Morning,12,28,5
2013,Night,12,24,5
2024,Morning,12,23,23
2018,Evening,12,24,5
2019,Night,12,31,3
2004,Night,12,-1,2
2001,Morning,12,-1,1642
2020,Night,12,28,15
2019,Afternoon,12,24,2
2016,Evening,12,28,7
2020,Night,12,31,6
2018,Night,12,28,6
2013,Afternoon,12,24,3
2008,Evening,12,27,1
2017,Morning,12,31,5
2001,Afternoon,12,28,1187
2016,Morning,12,31,4
2004,Morning,12,28,1
2018,Night,12,27,2
2019,Afternoon,12,31,3
2014,Evening,12,28,2
2020,Morning,12,28,11
2002,Evening,12,27,1
2013,Afternoon,12,23,1
2015,Afternoon,12,28,7
2003,Night,12,28,4
2016,Night,12,28,9
2019,Night,12,28,5
2012,Night,12,31,2
2021,Morning,12,27,2
2020,Afternoon,12,27,3
2014,Afternoon,12,31,2
2018,Night,12,24,2
2020,Morning,12,31,3
2020,Afternoon,12,28,2
2017,Afternoon,12,24,1
2009,Night,12,28,8
2020,Evening,12,31,4
2020,Morning,12,24,1
2020,Night,12,24,9
2020,Night,12,27,3
2001,Morning,12,27,77
2001,Evening,12,28,1402
2021,Morning,12,24,6
2019,Night,12,24,2
2001,Afternoon,12,31,352
2014,Night,12,28,2
2007,Evening,12,31,2
2020,Morning,12,27,1
2001,Night,12,24,454
2002,Afternoon,12,24,2
2008,Afternoon,12,24,2
2009,Evening,12,24,2
2005,Night,12,28,4
2005,Night,12,24,1
2008,Morning,12,27,1
2007,Night,12,31,5
2016,Afternoon,12,24,1
2016,Morning,12,28,1
2016,Evening,12,31,1
2017,Evening,12,24,4
2017,Afternoon,12,31,1
2017,Morning,12,28,4
2017,Evening,12,27,2
2017,Evening,12,31,3
2018,Afternoon,12,23,1
2018,Evening,12,28,2
2001,Afternoon,12,24,763
2001,Evening,12,24,911
2001,Night,12,-1,1498
2001,Afternoon,12,-1,2850
2001,Evening,12,-1,3075
2002,Afternoon,12,28,2
2002,Evening,12,24,4
2002,Morning,12,31,2
2002,Evening,12,31,2
2002,Afternoon,12,31,4
2003,Afternoon,12,24,3
2003,Evening,12,31,6
2003,Morning,12,24,4
2003,Night,12,24,4
2004,Morning,12,24,3
2004,Afternoon,12,31,1
2004,Afternoon,12,28,4
2004,Evening,12,24,1
2004,Morning,12,31,5
2005,Evening,12,24,3
2005,Evening,12,31,2
2005,Afternoon,12,28,3
2005,Morning,12,24,1
2005,Morning,12,28,1
2006,Evening,12,24,2
2006,Afternoon,12,24,4
2006,Morning,12,28,3
2006,Afternoon,12,28,2
2006,Night,12,28,7
2007,Evening,12,24,3
2007,Morning,12,28,3
2007,Evening,12,28,3
2007,Morning,12,31,2
2007,Afternoon,12,31,1
2008,Night,12,24,3
2008,Evening,12,28,5
2008,Night,12,31,2
2008,Evening,12,31,2
2008,Afternoon,12,31,3
2008,Afternoon,12,28,3
2008,Night,12,28,2
2009,Morning,12,28,2
2009,Afternoon,12,27,1
2009,Night,12,24,4
2009,Night,12,31,2
2009,Evening,12,31,5
2009,Evening,12,28,2
2009,Morning,12,24,1
2010,Night,12,28,4
2010,Afternoon,12,24,1
2010,Evening,12,24,4
2010,Evening,12,28,1
2010,Afternoon,12,28,3
2010,Morning,12,28,1
2010,Afternoon,12,31,2
2011,Afternoon,12,28,2
2011,Evening,12,28,2
2012,Night,12,28,6
2012,Evening,12,31,1
2012,Morning,12,24,2
2012,Evening,12,28,5
2012,Evening,12,27,1
2012,Night,12,24,3
2015,Afternoon,12,31,1
2001,Morning,12,28,799
2001,Evening,12,27,199
2001,Morning,12,24,461
2001,Evening,12,31,357
2001,Afternoon,12,27,141
2001,Night,12,27,43
2010,Morning,12,24,2
2001,Morning,12,31,203
2001,Night,12,31,192
2011,Evening,12,31,2
2001,Night,12,23,11
2006,Evening,12,31,1
2010,Evening,12,27,1
2018,Evening,12,27,3
2002,Morning,12,23,1
2006,Night,12,24,2
2001,Afternoon,12,23,45
2001,Morning,12,23,30
2003,Night,12,31,2
2008,Morning,12,24,1
2002,Night,12,-1,5
2011,Night,12,24,1
2020,Morning,12,23,1
2007,Night,12,23,1
2002,Morning,12,24,1
2010,Night,12,27,3
2020,Evening,12,27,2
2011,Night,12,23,1
2003,Evening,12,28,4
2020,Afternoon,12,23,2
2012,Morning,12,28,2
2013,Morning,12,28,2
2006,Morning,12,27,1
2007,Night,12,28,2
2010,Night,12,31,2
2013,Evening,12,28,1
2011,Morning,12,28,2
2015,Evening,12,24,1
2021,Evening,12,23,1
2003,Afternoon,12,28,2
2011,Evening,12,24,2
2004,Afternoon,12,27,1
2004,Night,12,24,2
2021,Night,12,23,2
2003,Morning,12,28,3
2021,Afternoon,12,27,2
2001,Evening,12,23,30
2008,Night,12,23,2
2007,Morning,12,27,1
2015,Night,12,28,5
2001,Afternoon,12,27.77777777777778,4
2002,Morning,12,28,1
2017,Morning,12,24,1
2013,Evening,12,24,1
2013,Night,12,31,1
2006,Night,12,31,3
2004,Night,12,28,1
2005,Morning,12,31,3
2012,Afternoon,12,31,1
2015,Night,12,31,4
2016,Morning,12,24,1
2015,Morning,12,27,2
2017,Evening,12,28,4
2009,Morning,12,31,1
2007,Morning,12,24,1
2009,Afternoon,12,31,1
2003,Evening,12,27,2
2013,Afternoon,12,28,1
2015,Night,12,24,1
2008,Morning,12,28,2
2016,Night,12,23,1
2021,Evening,12,27,1
2019,Morning,12,28,4
2006,Evening,12,27,1
2021,Morning,12,23,1
2016,Afternoon,12,28,1
2002,Morning,12,27,1
2012,Morning,12,31,1
2002,Night,12,31,3
2005,Afternoon,12,31,1
2013,Morning,12,31,2
2019,Night,12,27,1
2012,Afternoon,12,28,1
2004,Evening,12,31,2
2002,Afternoon,12,23,1
2017,Night,12,27,1
2002,Night,12,28,1
2007,Afternoon,12,24,1
2018,Afternoon,12,27,1
2009,Afternoon,12,24,1
2006,Night,12,27,1
2014,Afternoon,12,23,1
2006,Morning,12,31,1
2003,Evening,12,-1,1
2005,Evening,12,27,1
2017,Night,12,31,1
2017,Evening,12,23,1
2004,Evening,12,-1,1
2004,Night,12,31,1
2007,Night,12,24,1
2005,Afternoon,12,24,1
2014,Afternoon,12,28,1
2001,Morning,12,27.77777777777778,6
2001,Afternoon,12,27.33333333333333,1
2014,Evening,12,31,1
2007,Afternoon,12,27,1
2001,Night,12,27.77777777777778,2
2001,Evening,12,27.77777777777778,1
2001,Afternoon,12,24.727272727272727,1
2011,Night,14,22,1
2009,Afternoon,14,23,1
2005,Morning,14,22,1
2001,Afternoon,14,23.6,7
2006,Evening,14,24,1
2008,Night,14,21,1
2010,Afternoon,14,22,1
2006,Morning,14,23,1
2012,Evening,14,23,1
2011,Morning,14,21,1
2014,Morning,14,24,1
2012,Morning,14,23,1
2018,Night,14,21,1
2004,Night,14,22,1
2002,Morning,14,21,2
2009,Night,14,23,1
2004,Afternoon,14,24,2
2013,Night,14,24,1
2005,Evening,14,21,1
2009,Evening,14,24,1
2010,Night,14,23,1
2007,Afternoon,14,24,1
2014,Afternoon,14,22,1
2001,Evening,14,23.666666666666668,1
2020,Afternoon,14,23,1
2004,Afternoon,14,22,1
2001,Night,14,23.666666666666668,3
2004,Morning,14,23,1
2020,Morning,14,23,1
2001,Afternoon,14,23.666666666666668,1
2004,Night,14,-1,1
2001,Evening,14,8,1
2011,Afternoon,14,21,1
2015,Evening,14,22,1
2014,Night,14,22,1
2019,Evening,14,21,1
2018,Afternoon,14,21,1
2015,Afternoon,14,22,1
2001,Morning,14,23.6,1
2023,Evening,14,24,383
2023,Afternoon,14,22,488
2023,Evening,14,21,70
2023,Morning,14,24,210
2023,Morning,14,22,264
2023,Afternoon,14,24,422
2023,Afternoon,14,23,89
2023,Night,14,24,215
2023,Evening,14,22,498
2023,Night,14,22,330
2023,Night,14,21,51
2022,Morning,14,21,2
2023,Night,14,23,40
2021,Night,14,21,3
2023,Evening,14,23,96
2022,Morning,14,24,12
2023,Morning,14,23,54
2023,Morning,14,21,42
2019,Night,14,23,5
2021,Morning,14,24,4
2022,Evening,14,21,1
2023,Afternoon,14,21,74
2021,Afternoon,14,23,3
2021,Night,14,23,1
2018,Afternoon,14,22,3
2019,Night,14,24,3
2022,Evening,14,24,6
2015,Night,14,22,6
2015,Night,14,23,1
2016,Night,14,22,2
2022,Afternoon,14,22,16
2022,Night,14,22,13
2012,Night,14,24,3
2022,Evening,14,22,16
2022,Morning,14,22,10
2022,Afternoon,14,24,21
2001,Morning,14,-1,2079
2020,Night,14,24,9
2020,Evening,14,21,3
2019,Evening,14,22,2
2015,Night,14,21,1
2021,Evening,14,21,1
2002,Evening,14,22,4
2002,Evening,14,-1,3
2002,Night,14,22,3
2022,Night,14,21,4
2022,Night,14,24,13
2022,Evening,14,23,2
2022,Morning,14,23,2
2022,Afternoon,14,21,6
2022,Afternoon,14,23,3
2002,Afternoon,14,24,2
2021,Night,14,22,6
2024,Night,14,21,63
2024,Night,14,22,326
2003,Afternoon,14,24,2
2024,Evening,14,24,418
2024,Morning,14,22,309
2024,Evening,14,22,536
2024,Afternoon,14,24,444
2024,Evening,14,21,72
2016,Evening,14,22,4
2013,Afternoon,14,24,1
2024,Afternoon,14,22,535
2011,Evening,14,24,1
2024,Night,14,23,63
2008,Night,14,24,3
2021,Night,14,24,6
2020,Afternoon,14,21,4
2011,Afternoon,14,22,2
2014,Night,14,24,2
2020,Night,14,23,2
2014,Night,14,21,1
2024,Morning,14,21,54
2024,Night,14,24,215
2005,Morning,14,24,1
2024,Afternoon,14,21,95
2020,Evening,14,22,4
2015,Night,14,24,2
2019,Night,14,21,1
2020,Night,14,21,3
2024,Evening,14,23,96
2024,Afternoon,14,23,115
2024,Morning,14,23,61
2024,Morning,14,24,255
2019,Morning,14,24,4
