Year,TimeOfDay,District,Community_Area,CrimeCount
2013,Evening,18,8,6
2014,Evening,18,7,2
2014,Morning,18,8,2
2014,Evening,18,8,2
2001,Morning,18,7,246
2001,Night,18,7,214
2001,Afternoon,18,9.846153846153848,19
2014,Night,18,8,3
2005,Morning,18,8,2
2017,Night,18,7,1
2001,Morning,18,9.846153846153848,8
2008,Morning,18,8,1
2010,Morning,18,8,1
2002,Night,18,-1,2
2002,Evening,18,-1,2
2014,Afternoon,18,8,1
2002,Morning,18,-1,1
2001,Night,18,9.846153846153848,4
2001,Night,18,22,3
2001,Evening,18,9.846153846153848,5
2001,Afternoon,18,14.666666666666666,2
2001,Night,18,14.666666666666666,1
2023,Night,18,8,854
2023,Afternoon,18,8,1400
2023,Morning,18,8,695
2023,Afternoon,18,7,249
2023,Evening,18,8,945
2023,Morning,18,7,135
2023,Evening,18,7,194
2023,Night,18,7,147
2022,Evening,18,8,41
2017,Afternoon,18,8,5
2016,Morning,18,8,4
2022,Morning,18,8,25
2017,Morning,18,8,4
2015,Afternoon,18,8,1
2022,Night,18,8,71
2022,Morning,18,7,7
2021,Night,18,8,24
2022,Afternoon,18,8,39
2018,Evening,18,8,5
2019,Afternoon,18,8,6
2020,Afternoon,18,7,5
2021,Afternoon,18,8,18
2017,Evening,18,8,11
2020,Afternoon,18,8,10
2021,Morning,18,8,15
2009,Morning,18,7,3
2001,Evening,18,8,2701
2002,Morning,18,8,4
2022,Evening,18,7,9
2009,Night,18,8,5
2013,Afternoon,18,7,3
2001,Afternoon,18,8,2557
2002,Evening,18,8,3
2007,Night,18,8,10
2015,Evening,18,7,2
2021,Evening,18,8,8
2022,Afternoon,18,7,13
2022,Night,18,7,6
2024,Morning,18,8,729
2024,Afternoon,18,8,1622
2024,Evening,18,8,1142
2024,Night,18,8,903
2009,Morning,18,8,4
2024,Afternoon,18,7,298
2024,Evening,18,7,192
2015,Night,18,8,6
2017,Night,18,8,12
2004,Evening,18,7,1
2016,Evening,18,8,5
2017,Evening,18,7,1
2024,Morning,18,7,153
2018,Night,18,8,8
2010,Night,18,7,1
2024,Night,18,7,127
2018,Afternoon,18,8,6
2020,Night,18,8,9
2001,Night,18,-1,846
2021,Afternoon,18,7,4
2018,Morning,18,8,3
2019,Night,18,8,8
2021,Evening,18,7,3
2005,Night,18,7,1
2016,Night,18,7,2
2010,Night,18,8,6
2019,Morning,18,8,4
2019,Afternoon,18,7,1
2012,Night,18,8,6
2019,Evening,18,8,2
2003,Night,18,8,13
2016,Night,18,8,11
2019,Morning,18,7,3
2015,Afternoon,18,7,1
2016,Evening,18,7,2
2015,Night,18,7,1
2020,Evening,18,8,16
2020,Morning,18,8,6
2012,Morning,18,7,1
2004,Night,18,8,6
2018,Afternoon,18,7,2
2010,Evening,18,8,2
2020,Evening,18,7,3
2001,Afternoon,18,7,389
2015,Morning,18,8,2
2021,Morning,18,7,1
2012,Evening,18,8,2
2011,Morning,18,8,2
2017,Afternoon,18,7,1
2023,Morning,19,5,98
2023,Afternoon,19,6,699
2023,Evening,19,6,637
2023,Afternoon,19,3,408
2023,Evening,19,3,284
2023,Evening,19,4,81
2023,Morning,19,3,212
2023,Evening,19,5,149
2023,Morning,19,6,409
2023,Night,19,3,168
2023,Night,19,6,551
2023,Night,19,5,111
2023,Afternoon,19,7,231
2023,Morning,19,7,132
2019,Morning,19,4,1
2022,Evening,19,3,10
2023,Evening,19,7,160
2022,Night,19,7,9
2022,Morning,19,6,27
2023,Morning,19,4,63
2023,Afternoon,19,5,161
2023,Night,19,7,91
2022,Afternoon,19,7,7
2021,Afternoon,19,6,4
2023,Afternoon,19,4,76
2023,Night,19,4,57
2016,Morning,19,6,2
2022,Afternoon,19,5,16
2022,Morning,19,5,8
2021,Night,19,3,6
2020,Morning,19,3,2
2022,Morning,19,3,10
2002,Night,19,6,4
2019,Evening,19,5,1
2022,Evening,19,6,28
2022,Night,19,6,33
2018,Evening,19,5,2
2003,Evening,19,6,7
2018,Morning,19,3,2
2018,Night,19,6,4
2021,Evening,19,7,3
2005,Morning,19,3,1
2019,Night,19,6,5
2016,Afternoon,19,3,5
2022,Night,19,5,7
2022,Afternoon,19,4,5
2015,Night,19,7,1
2017,Evening,19,6,4
2022,Afternoon,19,3,25
2020,Night,19,6,7
2005,Afternoon,19,3,1
2015,Afternoon,19,4,1
2021,Afternoon,19,3,3
2022,Afternoon,19,6,39
2022,Night,19,4,1
2022,Evening,19,7,7
2022,Night,19,3,7
2022,Morning,19,7,4
2022,Evening,19,5,2
2013,Night,19,6,7
2024,Evening,19,6,676
2004,Night,19,5,1
2024,Afternoon,19,7,306
2024,Night,19,6,508
2024,Evening,19,7,235
2024,Morning,19,3,270
2024,Morning,19,7,161
2016,Evening,19,3,3
2024,Morning,19,6,447
2019,Afternoon,19,6,7
2021,Evening,19,5,3
2024,Afternoon,19,6,819
2024,Evening,19,3,315
2021,Night,19,5,2
2024,Evening,19,5,115
2024,Night,19,7,96
2024,Afternoon,19,3,390
2011,Night,19,3,2
2024,Night,19,3,198
2024,Afternoon,19,5,161
2024,Evening,19,4,73
2024,Morning,19,5,104
2017,Afternoon,19,3,2
2021,Morning,19,3,2
2017,Afternoon,19,4,1
2024,Night,19,5,107
2024,Morning,19,4,48
2024,Night,19,4,59
2024,Afternoon,19,4,69
2018,Night,19,5,2
2017,Morning,19,6,4
2016,Night,19,5,1
2020,Night,19,3,4
2010,Morning,19,6,2
2011,Night,19,6,5
2014,Afternoon,19,6,3
2019,Evening,19,7,2
2012,Evening,19,6,5
2019,Evening,19,6,4
2017,Night,19,6,5
2021,Afternoon,19,7,3
2019,Afternoon,19,3,1
2019,Morning,19,6,2
2018,Morning,19,5,1
2017,Evening,19,7,2
2014,Night,19,5,1
2011,Afternoon,19,3,4
2021,Afternoon,19,5,2
2019,Night,19,7,3
2019,Afternoon,19,4,2
2018,Morning,19,7,2
2019,Afternoon,19,5,1
2015,Night,19,6,6
2020,Afternoon,19,5,4
2017,Morning,19,3,2
2020,Evening,19,5,3
2020,Afternoon,19,6,7
2010,Night,19,7,1
2020,Night,19,5,4
2024,Morning,19,43,1
2013,Afternoon,19,3,4
2018,Afternoon,19,6,5
2014,Afternoon,19,7,1
2018,Morning,19,6,2
2016,Evening,19,5,2
2020,Evening,19,6,6
2020,Afternoon,19,4,1
2016,Morning,19,5,1
2020,Evening,19,7,2
2016,Afternoon,19,6,5
2020,Night,19,7,3
2020,Morning,19,7,2
2020,Afternoon,19,3,4
2020,Morning,19,6,3
2020,Evening,19,3,2
2010,Afternoon,19,6,6
2020,Afternoon,19,7,2
2019,Afternoon,19,7,3
2019,Morning,19,5,1
2021,Evening,19,3,4
2019,Night,19,3,4
2004,Night,19,6,5
2021,Night,19,6,9
2001,Night,19,6,682
2021,Evening,19,6,4
2021,Morning,19,6,4
2021,Morning,19,4,1
2021,Morning,19,7,1
2021,Night,19,4,1
2019,Night,19,5,2
2016,Morning,19,3,2
2015,Evening,19,6,9
2017,Morning,19,5,2
2019,Evening,19,3,1
2016,Night,19,3,1
2002,Evening,19,6,4
2002,Morning,19,7,1
2001,Evening,19,6,1028
2003,Morning,19,3,1
2006,Morning,19,5,3
2004,Night,19,3,1
2003,Afternoon,19,5,2
2005,Night,19,6,5
2003,Night,19,5,1
2014,Evening,19,7,1
2014,Morning,19,3,4
2015,Night,19,5,1
2015,Afternoon,19,3,3
2015,Afternoon,19,6,3
2016,Night,19,6,4
2016,Evening,19,6,4
2017,Afternoon,19,6,1
2018,Evening,19,6,3
2001,Evening,19,-1,3330
2001,Night,19,3,259
2001,Afternoon,19,6,918
2001,Night,19,-1,1690
2001,Evening,19,7,228
2002,Evening,19,-1,3
2002,Afternoon,19,3,2
2002,Afternoon,19,4,1
2002,Afternoon,19,6,4
2002,Morning,19,6,3
2002,Evening,19,7,1
2002,Night,19,7,2
2003,Afternoon,19,6,6
2003,Evening,19,7,1
2003,Evening,19,5,1
2003,Morning,19,6,3
2003,Morning,19,5,1
2003,Night,19,6,3
2003,Afternoon,19,3,2
2004,Morning,19,6,2
2004,Evening,19,6,4
2004,Afternoon,19,6,6
2004,Evening,19,5,1
2005,Evening,19,6,5
2005,Evening,19,3,2
2005,Evening,19,7,1
2005,Night,19,4,1
2005,Evening,19,5,1
2005,Afternoon,19,6,2
2006,Afternoon,19,6,4
2006,Afternoon,19,3,3
2006,Evening,19,7,1
2006,Night,19,6,5
2006,Evening,19,6,3
2006,Evening,19,5,2
2006,Afternoon,19,5,1
2006,Morning,19,6,1
2006,Morning,19,3,1
2007,Evening,19,6,9
2007,Afternoon,19,3,3
2007,Night,19,6,8
2007,Afternoon,19,6,5
2007,Afternoon,19,5,1
2008,Evening,19,6,5
2008,Night,19,6,6
2008,Afternoon,19,6,3
2008,Evening,19,5,1
2008,Morning,19,5,1
2008,Night,19,5,3
2008,Afternoon,19,7,1
2008,Morning,19,7,1
2008,Night,19,7,1
2009,Night,19,5,1
2008,Evening,19,3,2
2009,Morning,19,6,2
2009,Evening,19,6,11
2009,Afternoon,19,6,3
2009,Evening,19,3,1
2009,Night,19,6,3
2009,Evening,19,5,2
2010,Evening,19,6,7
2010,Evening,19,7,2
2010,Night,19,6,4
2010,Morning,19,3,1
2010,Night,19,3,3
2010,Evening,19,5,1
2011,Evening,19,6,9
2011,Afternoon,19,6,4
2011,Night,19,5,1
2012,Night,19,6,8
2012,Afternoon,19,6,3
2012,Morning,19,5,1
2012,Morning,19,6,1
2013,Afternoon,19,6,5
2013,Evening,19,6,3
2013,Evening,19,3,1
2013,Afternoon,19,5,1
2013,Evening,19,5,1
2013,Morning,19,7,1
2013,Morning,19,6,1
2014,Evening,19,6,7
2014,Night,19,6,1
2014,Evening,19,5,1
2015,Evening,19,3,3
2001,Morning,19,6,446
2001,Morning,19,-1,1783
2001,Afternoon,19,-1,2800
2001,Morning,19,3,303
2001,Afternoon,19,5,223
2001,Afternoon,19,7,219
2001,Morning,19,5,157
2011,Evening,19,3,1
2003,Morning,19,7,1
2001,Afternoon,19,3,543
2001,Evening,19,5,211
2001,Morning,19,7,141
2001,Evening,19,3,543
2001,Night,19,7,143
2001,Afternoon,19,4,11
2001,Night,19,5,105
2017,Evening,19,3,3
2003,Afternoon,19,4,1
2003,Night,19,7,1
2002,Morning,19,5,3
2001,Afternoon,19,4.536585365853658,12
2001,Evening,19,4,21
2007,Night,19,3,3
2001,Afternoon,19,5.333333333333333,4
2001,Morning,19,4,10
2002,Afternoon,19,5,1
2015,Morning,19,3,1
2001,Morning,19,4.536585365853658,9
2001,Morning,19,4.469387755102041,13
2001,Afternoon,19,4.469387755102041,15
2002,Afternoon,19,-1,1
2003,Evening,19,3,2
2007,Morning,19,6,5
2001,Night,19,5.833333333333333,4
2018,Evening,19,4,1
2006,Night,19,3,1
2001,Evening,19,5.833333333333333,3
2008,Night,19,4,1
2015,Night,19,3,4
2012,Night,19,3,2
2013,Morning,19,5,1
2001,Morning,19,5.333333333333333,1
2002,Morning,19,3,1
2006,Evening,19,3,1
2014,Night,19,3,1
2002,Night,19,5,1
2002,Evening,19,5,1
2007,Night,19,7,1
2014,Afternoon,19,3,1
2001,Evening,19,4.469387755102041,8
2010,Evening,19,3,1
2001,Afternoon,19,4.2,1
2007,Morning,19,3,1
2001,Evening,19,4.536585365853658,9
2001,Evening,19,5.333333333333333,5
2014,Evening,19,3,1
2017,Night,19,3,1
2002,Afternoon,19,7,1
2007,Night,19,4,1
2011,Morning,19,7,1
2009,Morning,19,3,1
2002,Night,19,3,1
2008,Afternoon,19,3,1
2001,Night,19,4.536585365853658,2
2002,Evening,19,4,1
2016,Morning,19,4,1
2004,Afternoon,19,5,1
2001,Night,19,4,6
2001,Afternoon,19,4.5,3
2011,Night,19,7,1
2004,Morning,19,3,1
2014,Night,19,7,1
2012,Afternoon,19,3,1
2001,Morning,19,4.2,3
2005,Morning,19,4,1
2009,Night,19,7,1
2003,Night,19,3,1
2010,Afternoon,19,3,1
2005,Morning,19,7,1
2013,Night,19,3,1
2005,Afternoon,19,5,1
2018,Evening,19,3,1
2001,Night,19,4.469387755102041,5
2001,Night,19,4.5,1
2001,Evening,19,4.5,4
2009,Evening,20,77,1
2012,Night,20,3,1
2020,Morning,20,3,1
2002,Morning,20,77,1
2013,Afternoon,20,77,1
2002,Evening,20,-1,1
2013,Evening,20,4,1
2011,Morning,20,3,1
2002,Night,20,-1,1
2015,Afternoon,20,77,1
2014,Night,20,2,1
2011,Morning,20,4,1
2008,Afternoon,20,3,1
2018,Afternoon,20,4,1
2012,Night,20,77,1
2005,Night,20,77,1
2022,Evening,20,2,1
2013,Morning,20,4,1
2004,Evening,20,3,1
2014,Evening,20,77,1
2012,Evening,20,3,1
2023,Evening,20,3,113
2023,Morning,20,77,175
2023,Evening,20,4,153
2023,Evening,20,77,195
2023,Afternoon,20,3,163
2023,Night,20,4,88
2023,Morning,20,4,134
2023,Afternoon,20,4,182
2023,Afternoon,20,77,260
2023,Morning,20,2,37
2023,Afternoon,20,2,59
2023,Night,20,2,31
2023,Morning,20,3,103
2023,Evening,20,2,49
2023,Night,20,3,88
2023,Night,20,77,118
2014,Night,20,4,1
2022,Morning,20,3,4
2021,Afternoon,20,4,6
2021,Morning,20,2,2
2021,Morning,20,3,3
2022,Night,20,4,6
2001,Afternoon,20,-1,1348
2022,Afternoon,20,2,5
2022,Morning,20,2,1
2022,Morning,20,4,5
2022,Afternoon,20,4,6
2022,Night,20,77,8
2007,Night,20,77,1
2002,Night,20,3,1
2021,Evening,20,77,6
2014,Afternoon,20,4,1
2022,Evening,20,4,4
2022,Afternoon,20,3,4
2022,Night,20,3,4
2022,Afternoon,20,77,9
2022,Night,20,2,1
2022,Morning,20,77,7
2022,Evening,20,3,4
2004,Night,20,3,1
2024,Morning,20,77,217
2024,Evening,20,3,158
2024,Afternoon,20,77,321
2024,Night,20,2,35
2024,Morning,20,4,148
2024,Morning,20,3,101
2024,Afternoon,20,2,69
2024,Evening,20,77,207
2024,Morning,20,2,34
2020,Evening,20,4,3
2024,Night,20,4,100
2024,Afternoon,20,3,193
2015,Night,20,3,4
2009,Night,20,4,1
2024,Evening,20,4,171
2024,Night,20,77,173
2024,Afternoon,20,4,164
2024,Night,20,3,97
2024,Evening,20,2,61
2018,Morning,20,4,1
2011,Night,20,3,1
2019,Night,20,77,1
2021,Night,20,77,3
2011,Night,20,77,2
2018,Morning,20,3,3
2020,Night,20,77,1
2016,Afternoon,20,77,1
2021,Morning,20,4,4
2017,Afternoon,20,4,1
2010,Night,20,77,2
2019,Evening,20,2,1
2018,Afternoon,20,2,1
2019,Afternoon,20,4,1
2017,Night,20,4,1
2020,Night,20,2,1
2010,Evening,20,2,1
2017,Night,20,77,2
2020,Afternoon,20,3,3
2020,Night,20,3,2
2017,Morning,20,4,2
2020,Morning,20,77,5
2020,Evening,20,3,3
2018,Afternoon,20,3,2
2020,Evening,20,77,2
2020,Afternoon,20,77,2
2018,Morning,20,77,2
2016,Afternoon,20,2,1
2010,Evening,20,3,1
2020,Night,20,4,1
2020,Morning,20,4,1
2021,Afternoon,20,77,6
2021,Morning,20,77,2
2019,Morning,20,4,1
2021,Evening,20,3,2
2020,Afternoon,20,2,1
2016,Morning,20,77,1
2021,Night,20,4,2
2021,Night,20,3,1
2012,Morning,20,77,3
2002,Night,20,4,1
2022,Evening,20,77,2
2018,Afternoon,20,77,1
2002,Afternoon,20,3,3
2003,Evening,20,4,1
2003,Evening,20,77,3
2008,Afternoon,20,2,1
2009,Night,20,77,1
2004,Afternoon,20,77,2
2008,Night,20,77,1
2016,Evening,20,77,1
2017,Afternoon,20,2,1
2018,Night,20,77,1
2001,Morning,20,-1,900
2001,Afternoon,20,77,310
2002,Afternoon,20,77,1
2002,Night,20,77,2
2003,Night,20,4,1
2003,Afternoon,20,2,2
2003,Night,20,77,2
2004,Afternoon,20,4,1
2005,Morning,20,77,2
2005,Night,20,3,1
2006,Afternoon,20,77,3
2006,Night,20,77,1
2006,Evening,20,77,2
2006,Evening,20,4,1
2006,Morning,20,77,1
2006,Afternoon,20,2,1
2007,Evening,20,77,1
2007,Evening,20,2,1
2007,Afternoon,20,77,2
2007,Evening,20,4,1
2008,Evening,20,2,1
2008,Evening,20,3,1
2009,Afternoon,20,2,2
2009,Afternoon,20,3,1
2010,Night,20,3,1
2011,Morning,20,77,1
2011,Morning,20,2,1
2011,Evening,20,4,1
2012,Afternoon,20,77,1
2013,Evening,20,2,1
2014,Afternoon,20,3,1
2014,Evening,20,4,1
2014,Afternoon,20,77,1
2001,Night,20,-1,765
2001,Afternoon,20,3,282
2001,Evening,20,-1,1739
2001,Afternoon,20,4,48
2001,Evening,20,3,362
2001,Evening,20,77,316
2001,Morning,20,3,160
2001,Morning,20,77,207
2001,Night,20,3,143
2001,Night,20,77,145
2001,Night,20,4,36
2001,Evening,20,4,74
2001,Evening,20,2,23
2002,Evening,20,77,1
2016,Night,20,3,2
2003,Evening,20,3,2
2017,Morning,20,2,1
2016,Night,20,77,1
2020,Evening,20,2,1
2003,Night,20,3,1
2001,Morning,20,4,27
2011,Afternoon,20,77,2
2001,Afternoon,20,2,15
2005,Afternoon,20,77,1
2008,Afternoon,20,77,1
2001,Night,20,2,10
2010,Afternoon,20,77,1
2002,Morning,20,3,1
2001,Morning,20,2,15
2005,Evening,20,4,2
2015,Evening,20,4,1
2015,Morning,20,3,1
2003,Afternoon,20,3,2
2014,Morning,20,77,1
2005,Evening,20,77,3
2022,Evening,22,74,2
2018,Afternoon,22,49,2
2021,Morning,22,74,1
2012,Night,22,74,1
2022,Night,22,74,1
2002,Morning,22,-1,4
2002,Evening,22,71,1
2006,Afternoon,22,74,2
2008,Afternoon,22,72,5
2009,Afternoon,22,75,1
2010,Night,22,74,2
2011,Morning,22,73,1
2011,Night,22,72,1
2007,Night,22,73,9
2015,Afternoon,22,72,2
2015,Evening,22,73,8
2015,Night,22,74,1
2016,Evening,22,75,2
2016,Afternoon,22,49,1
2016,Afternoon,22,74,1
2016,Night,22,74,1
2016,Evening,22,74,1
2016,Afternoon,22,73,3
2017,Afternoon,22,74,1
2017,Evening,22,74,1
2018,Evening,22,73,3
2018,Morning,22,74,1
2018,Evening,22,74,2
2018,Morning,22,72,1
2018,Evening,22,75,1
2018,Evening,22,71,2
2019,Afternoon,22,72,1
2001,Afternoon,22,-1,2032
2001,Afternoon,22,74,18
2002,Afternoon,22,73,4
2002,Morning,22,74,1
2002,Afternoon,22,71,2
2002,Evening,22,73,4
2002,Morning,22,72,1
2002,Night,22,74,1
2003,Morning,22,73,3
2003,Afternoon,22,73,4
2003,Afternoon,22,75,2
2003,Morning,22,75,1
2003,Afternoon,22,74,3
2003,Evening,22,72,3
2003,Evening,22,74,2
2004,Evening,22,73,3
2004,Evening,22,72,2
2004,Morning,22,75,2
2004,Morning,22,71,2
2004,Afternoon,22,74,2
2004,Evening,22,74,1
2005,Afternoon,22,72,2
2004,Night,22,74,1
2005,Evening,22,74,4
2005,Night,22,75,1
2005,Evening,22,73,5
2005,Evening,22,75,2
2005,Morning,22,72,1
2005,Afternoon,22,75,1
2005,Evening,22,72,1
2006,Evening,22,72,1
2006,Night,22,74,3
2006,Morning,22,73,4
2006,Night,22,75,1
2006,Afternoon,22,72,1
2006,Evening,22,74,1
2007,Evening,22,72,1
2007,Afternoon,22,74,2
2007,Night,22,75,1
2007,Evening,22,74,1
2008,Night,22,74,2
2008,Evening,22,75,4
2008,Afternoon,22,49,3
2008,Evening,22,74,2
2008,Morning,22,72,1
2008,Morning,22,74,1
2009,Morning,22,72,1
2009,Night,22,74,1
2009,Afternoon,22,74,2
2009,Afternoon,22,72,1
2009,Night,22,72,3
2009,Evening,22,73,4
2009,Evening,22,74,1
2009,Morning,22,74,1
2010,Night,22,49,3
2010,Afternoon,22,74,1
2010,Afternoon,22,73,4
2010,Afternoon,22,72,1
2010,Night,22,71,2
2010,Morning,22,74,1
2011,Evening,22,75,3
2011,Evening,22,74,4
2011,Afternoon,22,75,5
2011,Afternoon,22,72,3
2011,Evening,22,72,1
2011,Night,22,74,1
2011,Afternoon,22,74,1
2012,Morning,22,74,2
2012,Afternoon,22,74,1
2012,Morning,22,75,2
2012,Morning,22,72,1
2012,Night,22,75,2
2013,Night,22,74,2
2013,Afternoon,22,72,2
2013,Evening,22,72,2
2013,Night,22,49,1
2013,Evening,22,75,1
2013,Morning,22,74,1
2014,Morning,22,72,1
2014,Evening,22,72,1
2014,Afternoon,22,74,1
2014,Evening,22,75,3
2014,Afternoon,22,72,1
2015,Morning,22,72,1
2001,Evening,22,59.70588235294117,12
2001,Evening,22,71,162
2001,Afternoon,22,71,110
2001,Night,22,-1,1043
2001,Morning,22,49,97
2006,Night,22,71,2
2010,Evening,22,71,4
2001,Afternoon,22,60.55555555555556,45
2013,Afternoon,22,71,2
2001,Night,22,53,3
2001,Evening,22,72,56
2001,Evening,22,49,29
2014,Night,22,49,2
2001,Evening,22,75,205
2014,Afternoon,22,71,1
2018,Morning,22,49,1
2001,Evening,22,60.55555555555556,34
2001,Morning,22,72,29
2018,Afternoon,22,73,4
2001,Afternoon,22,63.44444444444444,3
2015,Morning,22,71,2
2004,Morning,22,73,2
2018,Night,22,71,1
2001,Morning,22,71,88
2020,Night,22,49,2
2001,Night,22,75,74
2008,Evening,22,49,1
2019,Afternoon,22,71,1
2003,Evening,22,73,2
2001,Afternoon,22,62.6,10
2001,Morning,22,63.44444444444444,1
2001,Evening,22,60.81818181818182,14
2005,Afternoon,22,74,1
2001,Night,22,60.55555555555556,6
2001,Morning,22,59.70588235294117,6
2001,Morning,22,62.6,5
2001,Morning,22,66.33333333333333,5
2010,Night,22,75,6
2009,Evening,22,75,5
2001,Morning,22,61,2
2017,Evening,22,71,4
2005,Morning,22,73,1
2012,Afternoon,22,73,4
2003,Night,22,73,4
2001,Afternoon,22,71.4,3
2001,Night,22,62,6
2001,Evening,22,74,15
2007,Morning,22,73,1
2001,Evening,22,62,11
2001,Night,22,49,15
2011,Afternoon,22,71,2
2001,Afternoon,22,60.81818181818182,13
2011,Evening,22,73,4
2001,Morning,22,60.55555555555556,22
2001,Night,22,72,29
2001,Night,22,59.70588235294117,6
2015,Night,22,75,3
2009,Morning,22,49,1
2004,Night,22,73,1
2019,Night,22,71,2
2009,Morning,22,73,1
2007,Evening,22,73,5
2013,Morning,22,71,2
2002,Night,22,71,1
2016,Afternoon,22,71,3
2008,Morning,22,73,2
2003,Night,22,71,2
2001,Evening,22,63.44444444444444,6
2013,Night,22,73,2
2001,Morning,22,74,6
2001,Evening,22,62.6,23
2014,Evening,22,73,3
2015,Evening,22,49,2
2001,Morning,22,67,4
2005,Night,22,71,1
2001,Morning,22,60.81818181818182,6
2009,Afternoon,22,73,3
2013,Evening,22,73,4
2009,Night,22,71,2
2004,Night,22,75,1
2004,Evening,22,75,1
2010,Night,22,73,2
2009,Afternoon,22,49,2
2002,Night,22,73,3
2001,Afternoon,22,61,3
2016,Morning,22,75,4
2017,Evening,22,49,1
2012,Night,22,72,1
2012,Evening,22,73,1
2001,Afternoon,22,53,13
2001,Morning,22,62,5
2006,Afternoon,22,73,3
2014,Night,22,73,2
2001,Afternoon,22,62,14
2013,Morning,22,75,1
2012,Evening,22,49,1
2001,Night,22,74,11
2003,Evening,22,71,1
2004,Morning,22,72,1
2006,Night,22,73,4
2001,Afternoon,22,59.70588235294117,11
2007,Night,22,49,1
2017,Afternoon,22,49,1
2001,Afternoon,22,66.33333333333333,4
2016,Night,22,71,1
2010,Morning,22,73,1
2011,Evening,22,71,1
2019,Evening,22,49,1
2003,Afternoon,22,71,2
2004,Morning,22,49,2
2010,Evening,22,49,1
2012,Afternoon,22,72,1
2014,Afternoon,22,75,1
2001,Evening,22,53,11
2017,Morning,22,75,2
2001,Morning,22,53,4
2016,Evening,22,71,1
2008,Evening,22,72,1
2013,Morning,22,72,1
2014,Morning,22,73,1
2012,Night,22,49,1
2020,Morning,22,49,1
2007,Afternoon,22,73,1
2010,Evening,22,73,1
2011,Night,22,49,1
2018,Afternoon,22,74,1
2013,Night,22,75,1
2006,Evening,22,49,1
2006,Evening,22,75,1
2001,Night,22,66.33333333333333,1
2020,Evening,22,71,1
2018,Afternoon,22,72,2
2015,Afternoon,22,71,1
2002,Afternoon,22,72,1
2014,Night,22,75,2
2005,Afternoon,22,49,2
2002,Afternoon,22,75,1
2021,Afternoon,22,71,1
2014,Night,22,71,1
2001,Evening,22,61,5
2001,Night,22,61,3
2001,Night,22,62.6,5
2001,Afternoon,22,67,3
2001,Morning,22,71.4,2
2001,Evening,22,66.33333333333333,2
2001,Night,22,60.81818181818182,1
2023,Morning,22,73,246
2023,Evening,22,75,162
2023,Afternoon,22,71,81
2023,Morning,22,74,41
2023,Night,22,73,209
2023,Morning,22,75,145
2023,Afternoon,22,72,110
2023,Morning,22,71,49
2023,Evening,22,73,269
2023,Afternoon,22,75,213
2023,Evening,22,72,71
2023,Afternoon,22,73,296
2023,Evening,22,71,79
2023,Evening,22,74,47
2023,Night,22,72,76
2023,Morning,22,72,87
2018,Afternoon,22,75,2
2023,Night,22,49,45
2023,Night,22,75,95
2021,Morning,22,73,7
2023,Morning,22,49,41
2023,Night,22,71,65
2023,Afternoon,22,49,65
2023,Afternoon,22,74,49
2023,Night,22,74,42
2016,Morning,22,73,4
2022,Afternoon,22,75,14
2022,Afternoon,22,73,15
2023,Evening,22,49,48
2018,Morning,22,75,4
2021,Evening,22,73,6
2021,Evening,22,49,5
2008,Afternoon,22,75,4
2019,Afternoon,22,73,3
2022,Night,22,73,17
2001,Night,22,73,252
2021,Afternoon,22,73,8
2013,Afternoon,22,75,7
2021,Evening,22,72,1
2001,Morning,22,75,67
2020,Night,22,72,3
2018,Night,22,73,9
2018,Night,22,49,1
2011,Morning,22,72,1
2011,Evening,22,49,3
2022,Night,22,75,9
2011,Afternoon,22,73,2
2011,Morning,22,75,2
2013,Evening,22,71,3
2013,Morning,22,73,2
2016,Night,22,73,8
2019,Night,22,49,2
2017,Afternoon,22,72,2
2014,Night,22,72,1
2021,Afternoon,22,49,1
2022,Evening,22,73,7
2021,Evening,22,75,2
2022,Morning,22,74,3
2021,Night,22,72,4
2022,Night,22,72,9
2019,Morning,22,73,4
2002,Night,22,-1,6
2002,Afternoon,22,-1,5
2019,Morning,22,71,1
2018,Morning,22,73,6
2021,Night,22,74,2
2021,Night,22,49,3
2019,Night,22,75,4
2020,Night,22,74,2
2022,Evening,22,75,6
2022,Morning,22,73,16
2022,Afternoon,22,74,9
2022,Morning,22,75,7
2022,Afternoon,22,72,4
2022,Afternoon,22,71,5
2022,Morning,22,71,3
2022,Night,22,71,9
2022,Evening,22,72,2
2022,Evening,22,71,3
2022,Morning,22,72,1
2024,Afternoon,22,73,398
2024,Night,22,75,142
2021,Evening,22,71,2
2024,Evening,22,71,96
2012,Afternoon,22,75,5
2021,Afternoon,22,72,2
2024,Morning,22,73,284
2009,Night,22,75,2
2009,Afternoon,22,71,1
2002,Evening,22,-1,2
2017,Night,22,74,3
2010,Afternoon,22,49,2
2020,Evening,22,49,3
2015,Night,22,49,1
2021,Night,22,73,9
2017,Night,22,73,6
2022,Evening,22,49,5
2019,Night,22,73,3
2003,Evening,22,75,1
2024,Afternoon,22,75,244
2024,Night,22,49,36
2018,Evening,22,72,2
2024,Night,22,73,229
2024,Night,22,72,66
2024,Morning,22,71,55
2024,Evening,22,75,211
2024,Evening,22,73,326
2024,Night,22,71,70
2024,Morning,22,49,51
2024,Morning,22,75,164
2021,Morning,22,75,4
2024,Morning,22,72,79
2024,Afternoon,22,49,92
2024,Afternoon,22,71,87
2020,Night,22,75,5
2024,Evening,22,72,79
2024,Morning,22,74,42
2024,Afternoon,22,74,67
2024,Night,22,74,32
